first_seen_at,last_seen_at,ip_country,media_source,app_name,latest_product,first_purchase_at,trial_start_at,trial_end_at,most_recent_purchase_at,most_recent_renewal_at,latest_expiration_at,subscription_opt_out_at,trial_opt_out_at,total_renewals,total_spent,latest_store,latest_auto_renew_intent,all_purchased_product_ids,most_recent_billing_issues_at,status,has_made_a_non_subscription_purchase,app_user_id
1619136200838,1628615564370,US,Source C,Generic App,com.app.year,1596843502000,1596843502000,1597102702000,1628638702000,1628638702000,1660174702000,,,1,139.97999999999999,app_store,t,com.app.year,,active,f,6CAEBAC6-0028-42B4-9962-4F308620F580
1622832584301,1628614600751,US,Source F,Generic App,com.app.year,1622832655000,1622832655000,1623091855000,1623091855000,,1654627855000,1628790003937,1628790003937,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,4EE7B7F3-48A7-418C-AD96-8C16562AC74A
1628611722422,1628611722422,US,Source A,Generic App,com.app.year,1615449482000,1615449482000,1615708682000,1615708682000,,1615866282000,1628611723097,1628611723097,,0,app_store,f,com.app.year,,expired,f,338A92C6-8A25-4CA5-9EA1-3FB77F8DEEDD
1619668510074,1628607188832,US,Source D,Generic App,com.app.year,1612749605000,1612749605000,1613008805000,1613008805000,,1644544805000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,46D5011C-F319-4645-B39B-FE2CDC783651
1628607108323,1628607108323,US,Source D,Generic App,com.app.year,1614113516000,1614113516000,1614372716000,1614372716000,,1645908716000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,6D737CB9-385E-4261-A3C6-39E2054F8CE8
1621556261637,1628606220549,JP,Source E,Generic App,com.app.year,1628030769000,1628030769000,1628289969000,1628894769000,1628894769000,1660430769000,,,1,76.97999999999999,app_store,t,com.app.week,,active,f,54423A7C-65CA-4F53-B964-1C110115D965
1623598390713,1628601066122,US,Source X,Generic App,com.app.year,1623598579000,1623598579000,1623857779000,1623857779000,,1655393779000,1628646701891,1628646701891,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,8112FB3F-C454-45CB-BE6A-3AE5616FA342
1623482805643,1628589224063,US,Source F,Generic App,com.app.year,1628522326000,1628522326000,1628781526000,1628781526000,,1660317526000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,727BB505-4DF6-4F1E-B865-D1EC3ACDC124
1621204234184,1628585513829,AU,Source X,Generic App,com.app.year,1599624088000,1599624088000,1599883288000,1599883288000,,1631419288000,1628585514498,1628585514498,,83.752984414763404,app_store,f,com.app.year,,cancelled,f,D0C0B8D2-945B-44EF-9C00-FC4E34A61FC9
1622509364441,1628581643027,US,Source A,Generic App,com.app.year,1596402201000,1596402201000,1596661401000,1628197401000,1628197401000,1659733401000,1628644987532,1628644987532,1,139.97999999999999,app_store,f,com.app.year,,cancelled,f,F8601DC4-D84E-4959-8711-DB113031198F
1628581413884,1628581413884,US,Source F,Generic App,com.app.year,1616565198000,1616565198000,1616824398000,1616565198000,,1616824398000,1628581414447,1628581414447,,0,app_store,f,com.app.year,,expired,f,F54C1694-1EB4-4ABE-899B-71E7499A040B
1623191016306,1628580801498,US,Source F,Generic App,com.app.year,1628600585000,1628600585000,1628859785000,1628600585000,,1628859785000,1628768571964,1628768571964,,0,app_store,f,com.app.year,,expired,f,E2A472ED-52FA-4777-8226-1BC731D65D50
1628456365238,1628577606120,GB,Source A,Generic App,com.app.year,1605358474000,1605358474000,1605617674000,1605617674000,,1637153674000,1628577631214,1628577631214,,89.8929587595062,app_store,f,com.app.year,,cancelled,f,83D6F40A-7889-486B-9D6E-775CF25062A9
1620405269622,1628576411580,IN,Source D,Generic App,com.app.year,1628576464000,1628576464000,1628835664000,1628576464000,,1628835664000,1628632189741,1628632189741,,0,app_store,f,com.app.year,,expired,f,AC5B5FD4-588A-4AE8-9775-FEEEE9DF2BD1
1619461239880,1628570180434,US,Source D,Generic App,com.app.year,1628302270000,1628302270000,1628561470000,1628561470000,,1660097470000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,4C9C6585-644D-47F6-9614-27B69E4D6B8D
1624634929734,1628568562337,US,Source D,Generic App,com.app.year,1611449608000,1611449608000,1611708808000,1611708808000,,1643244808000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,89163D52-FD6E-419B-836D-8276BDBC947A
1628565854787,1628565854787,IE,Source X,Generic App,com.app.week,1628565939000,1628565939000,1628825139000,1628565939000,,1628825139000,,,,0,app_store,t,com.app.week,1628827513411,expired,f,8CB6019C-1D09-4007-80FB-89ED03771911
1625711942345,1628565535542,US,Source D,Generic App,com.app.year,1615343997000,1615343997000,1615603197000,1615603197000,,1647139197000,1628565568811,1628565568811,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,DDCA82A8-3DB6-41EC-A14F-7FC97662289A
1620299486286,1628564230307,CA,Source X,Generic App,com.app.week,1614876546000,1614876546000,1615135746000,1628839656000,1628839656000,1629444456000,,,20,161.07456434163444,app_store,t,com.app.week,,active,f,39D3E2CA-00B8-4E10-96A9-8A2F23056D4E
1628561261808,1628561261808,US,Source A,Generic App,com.app.year,1605372890000,1605372890000,1605632090000,1605632090000,,1637168090000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,27D9A0DD-D23C-48E7-B790-D2509DC03968
1619571558889,1628560916159,NG,Source X,Generic App,com.app.week,1626820057000,1626820057000,1627079257000,1628893657000,1628893657000,1629498457000,,,3,24.297271107065811,app_store,t,com.app.week,,active,f,9D4F8D2B-EB26-426A-97CC-40D7E1343F07
1621860714258,1628560817041,US,Source A,Generic App,com.app.year,1603162203000,1603162203000,1603421403000,1603162203000,,1603421403000,1628560850656,1628560850656,,0,app_store,f,com.app.year,,expired,f,FD811704-E306-4540-A704-0FE4BA9C4761
1624368707303,1628560532122,BR,Source X,Generic App,com.app.week,1624368744000,1624368744000,1624627944000,1628560704000,,1629165504000,,,,6.0765542386814504,app_store,t,com.app.week,,active,f,0D33BBE7-B440-45EC-B37B-6F0252435354
1628557357592,1628557357592,US,,Generic App,com.app.week,1589695831000,1589695831000,1589955031000,1591303398000,,1591908198000,1628557437084,1628557437084,,6.9900000000000002,app_store,f,com.app.week,,expired,f,C24AF111-14D6-4210-99C2-2307251C8CBB
1628288939386,1628553587505,US,Source X,Generic App,com.app.week,1628288983000,1628288983000,1628548183000,1628288983000,,1628548183000,1628437777282,1628437777282,,0,app_store,f,com.app.week,,expired,f,5D1F89E9-1704-44CA-A737-0E48AABAFADE
1622935282365,1628551815764,CA,Source D,Generic App,com.app.year,1628448442000,1628448442000,1628707642000,1628448442000,,1628707642000,1628570805885,1628570805885,,0,app_store,f,com.app.year,,expired,f,B4A228CE-A409-4E23-A8E9-013F0E448069
1625769812576,1628549981847,GB,Source D,Generic App,com.app.year,1599657689000,1599657689000,1599916889000,1599657689000,,1599916889000,1628549995574,1628549995574,,0,app_store,f,com.app.year,,expired,f,AF0A9093-D1E1-4821-BCD1-BBDF8730B410
1623345116261,1628549904438,US,Source X,Generic App,com.app.week,1623518649000,1623518649000,1623777849000,1628616249000,1628616249000,1629221049000,,,8,62.910000000000011,app_store,t,com.app.week,,active,f,934639A7-DC08-4D58-9B09-A8C786544F09
1625571907468,1628543591838,GB,Source A,Generic App,com.app.year,1628543658000,1628543658000,1628802858000,1628817270000,,1660353270000,,,,93.8937960216319,app_store,t,com.app.year,,active,f,78CAD31D-226D-452F-9D41-C26A9141A1DD
1620788997828,1628540100656,US,Source F,Generic App,com.app.year,1618940933000,1618940933000,1619200133000,1619200133000,,1650736133000,1628540138992,1628540138992,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,8E45FD51-6B12-4EBB-AA02-DE3DE196F137
1621722894324,1628538987623,US,Source D,Generic App,com.app.year,1628539082000,1628539082000,1628798282000,1628539082000,,1628798282000,1628596996013,1628596996013,,0,app_store,f,com.app.year,,expired,f,3D78FCFA-B8AB-48E2-83C3-3B1C77CDF323
1628537448835,1628537448835,US,Source A,Generic App,com.app.year,1615897937000,1615897937000,1616157137000,1617927344000,,1649463344000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,FD9E219F-F401-4AAB-A7D0-7F66C41495C8
1619722450441,1628533722145,US,Source F,Generic App,com.app.year,1628374611000,1628374611000,1628633811000,1628633811000,,1660169811000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,C0FF4FBC-5585-4910-9218-0BF556BDA482
1628532337005,1628532337006,GB,,Generic App,com.app.year,1592071937000,1592071937000,1592331137000,1592071937000,,1592331137000,1628532357569,1628532357569,,0,app_store,f,com.app.year,,expired,f,B6C03B95-FC51-4C86-A845-F13A5CCF3C54
1620073762212,1628532088672,US,Source A,Generic App,com.app.year,1596546038000,1596546038000,1596805238000,1628341238000,1628341238000,1628422836000,1628532089188,1628532089188,1,69.989999999999995,app_store,f,com.app.year,,expired,f,C3848083-9848-47D2-9B5B-BACF258FFBD4
1628529765817,1628529765817,US,Source A,Generic App,com.app.year,1628529843000,1628529843000,1628789043000,1628789043000,,1660325043000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,A2017AFD-D086-47BA-9B81-0D32DEED6A78
1622560251791,1628527667033,US,Source X,Generic App,com.app.week,1627750212000,1627750212000,1628009412000,1628009412000,,1628614212000,1628252598134,1628252598134,,6.9900000000000002,app_store,f,com.app.week,,expired,f,32B36E09-5CE3-4B88-A851-28B2E3045B22
1628458378032,1628525035580,US,Source E,Generic App,com.app.year,1612975517000,1612975517000,1613234717000,1613234717000,,1644770717000,1628618223588,1628618223588,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,727ECFD7-2218-4ADF-97E8-2D83E31E16C5
1628524976201,1628524976201,GB,Source D,Generic App,com.app.year,1596272224000,1596272224000,1596531424000,1628251088000,1628251088000,1659787088000,,,1,183.48927702160279,app_store,t,com.app.year,,active,f,D52DE885-E569-4D14-9E41-FCB853B20922
1628524542259,1628524542260,GH,,Generic App,com.app.week,1628524596000,1628524596000,1628783796000,1628524596000,,1628783796000,1628580762939,1628580762939,,0,app_store,f,com.app.week,,expired,f,3B8F6020-B54F-4A45-B91A-B1823B3CEF6D
1623180481447,1628524375398,US,Source D,Generic App,com.app.year,1593474787000,1593474787000,1593733987000,1625269987000,1625269987000,1656805987000,,,1,139.97999999999999,app_store,t,com.app.year,,active,f,EDE7CCE0-E948-4E27-B396-756D93FF3D8F
1628524223820,1628524223820,US,Source D,Generic App,com.app.year,1611055441000,1611055441000,1611314641000,1611314641000,,1642850641000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,3817E305-1E51-4429-B136-AA884D5B7A9C
1628523328427,1628523328427,ZA,Source D,Generic App,com.app.year,1615150100000,1615150100000,1615409300000,1615150100000,,1615409300000,1628523374428,1628523374428,,0,app_store,f,com.app.year,,expired,f,98264A2B-755A-49DE-AC39-4888A0A808BA
1628522285081,1628522285081,US,Source D,Generic App,com.app.year,1611537178000,1611537178000,1611796378000,1611796378000,,1643332378000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,7C3D90D3-F040-4037-855D-04C918FC32DF
1622988772867,1628522244004,SE,Source C,Generic App,com.app.year,1592937457000,1592937457000,1593196657000,1624732657000,1624732657000,1656268657000,,,1,195.5522979602668,app_store,t,com.app.year,,active,f,2969AB63-1962-48D9-8276-B8BADEE85BD7
1628416082734,1628520935703,NG,Source X,Generic App,com.app.year,1628416150000,1628416150000,1628675350000,1628416150000,,1628675350000,,,,0,app_store,t,com.app.year,1628676646241,expired,f,D27FB119-3880-4B3A-BA04-9CD23BFA60B4
1619748067088,1628520513469,US,Source D,Generic App,com.app.year,1611789600000,1611789600000,1612048800000,1612048800000,,1643584800000,1628995865494,1628995865494,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,5E706655-36C6-4A67-B647-D9A474E8502F
1621617335293,1628520106677,US,Source A,Generic App,com.app.year,1621617511000,1621617511000,1621876711000,1621876711000,,1653412711000,1628557595929,1628557595929,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,51B6C9B2-C56D-4783-831E-368F7DDD613F
1628514785219,1628514785219,VN,,Generic App,com.app.week,1628514879000,1628514879000,1628774079000,1628514879000,,1628774079000,1628563989365,1628563989365,,0,app_store,f,com.app.week,,expired,f,FDE5721C-720D-49C7-9CE9-62E90D8D9581
1628514124250,1628514124250,US,Source X,Generic App,com.app.year,1611353269000,1611353269000,1611612469000,1611612469000,,1643148469000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,BA39FF52-2718-473F-AB16-AF1519B018CC
1619118725048,1628511063302,IL,Source X,Generic App,com.app.week,1618734957000,1618734957000,1618994157000,1628670957000,1628670957000,1629275757000,,,16,124.47451048599366,app_store,t,com.app.week,,active,f,7DDD4200-3DB9-46FB-B932-03E6E36497E8
1628430355137,1628509159144,US,Source F,Generic App,com.app.year,1607338237000,1607338237000,1607597437000,1607597437000,,1639133437000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,DED015AA-2DFB-4030-AAA9-1131EF3DA94E
1628506999541,1628506999541,US,Source D,Generic App,com.app.year,1588470993000,1588470993000,1588730193000,1620266193000,1620266193000,1651802193000,,,1,139.97999999999999,app_store,t,com.app.year,,active,f,33A68C37-E38B-4149-8494-8170AA960584
1627434622491,1628504913614,GB,Source C,Generic App,com.app.year,1600082527000,1600082527000,1600341727000,1600341727000,,1600425079000,1628504918082,1628504918082,,0,app_store,f,com.app.year,,expired,f,F3ACE222-F6B4-4DF3-B4AE-90AF09473044
1619113763574,1628492549595,GB,Source X,Generic App,com.app.week,1614526718000,1614526718000,1614785918000,1628692718000,1628692718000,1629297518000,,,23,233.461791112405,app_store,t,com.app.week,,active,f,E8B5BAA7-96F9-471A-A9B0-808C0F14A924
1626449418278,1628489110036,GR,Source X,Generic App,com.app.week,1628344085000,1628344085000,1628603285000,1628344085000,,1628603285000,,,,0,app_store,t,com.app.week,1628605703133,expired,f,B640EFF9-D10E-473C-8A10-3F6D85D7302D
1621264104438,1628483699948,US,Source D,Generic App,com.app.year,1612843503000,1612843503000,1613102703000,1612843503000,,1613102703000,1628483736865,1628483736865,,0,app_store,f,com.app.year,,expired,f,E22CFA9F-A531-4B25-81BE-1FC20B90FAAA
1628482931639,1628482931639,VN,Source X,Generic App,com.app.week,1628482995000,1628482995000,1628742195000,1628482995000,,1628742195000,1628584376017,1628584376017,,0,app_store,f,com.app.week,,expired,f,FA1C7B35-058A-4E03-8C21-BED27537E233
1621376045329,1628480511560,US,Source A,Generic App,com.app.year,1612548895000,1612548895000,1612808095000,1612808095000,,1644344095000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,CBBDE7EF-77F2-47B1-9EE2-3AD3FC447ED6
1623956625715,1628480335757,US,Source F,Generic App,com.app.year,1606360395000,1606360395000,1606619595000,1606619595000,,1638155595000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,EFA2F5F8-ACE5-4B40-9DCE-1F397D2D4AE7
1621663291619,1628477228120,ZA,Source E,Generic App,com.app.year,1612073466000,1612073466000,1612332666000,1612073466000,,1612332666000,1628477255428,1628477255428,,0,app_store,f,com.app.year,,expired,f,31DCDB26-B158-4D52-AA2A-3E550EEBB364
1619728115746,1628477197138,US,Source A,Generic App,com.app.year,1628477211000,1628477211000,1628736411000,1628477211000,,1628736411000,1628585160028,1628585160028,,0,app_store,f,com.app.year,,expired,f,C09E0BB7-8A9B-4DCE-9D2C-C9BE804ABAC5
1628476935098,1628476935098,US,,Generic App,com.app.year,1628476948000,1628476948000,1628736148000,1628476948000,,1628736148000,1628539888603,1628539888603,,0,app_store,f,com.app.year,,expired,f,AF34B801-3618-4F24-8BFB-7DC0ABB7A8C8
1628255820171,1628475982760,VN,Source X,Generic App,com.app.year,1628255915000,1628255915000,1628515115000,1628255915000,,1628515115000,1628308544818,1628308544818,,0,app_store,f,com.app.year,,expired,f,6624C412-3471-4E19-AB14-01578CA35A7E
1620491014208,1628474421001,US,Source X,Generic App,com.app.week,1620491072000,1620491072000,1620750272000,1628612672000,1628612672000,1629217472000,,,13,97.859999999999985,app_store,t,com.app.week,,active,f,0F052266-236A-4C08-91B6-C6B535EAC261
1628471195497,1628471195497,US,Source D,Generic App,com.app.year,1616980337000,1616980337000,1617239537000,1617239537000,,1648775537000,1628526361446,1628526361446,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,B3144FEB-D889-46FF-8456-CCF0CAAE03EF
1621317333568,1628470837663,US,Source D,Generic App,com.app.year,1608766747000,1608768473000,1609025947000,1628470852000,1628470852000,1660006852000,,,10,139.88999999999999,app_store,t,com.app.week,,active,f,681335DF-0B45-4D49-8449-B6AA485C49E3
1628469890597,1628469890597,AU,Source C,Generic App,com.app.year,1590220703000,1590220703000,1590479903000,1590479903000,,1622015903000,1628469906260,1628469906260,,75.315961560630001,app_store,f,com.app.year,,expired,f,27A82ED5-2451-4037-90B5-FC34367A70B3
1628466149206,1628466149206,GG,Source C,Generic App,com.app.year,1600300576000,1600300576000,1600559776000,1600559776000,,1632095776000,,,,87.827398944882802,app_store,t,com.app.year,,active,f,AB4C5470-F650-4064-AB23-8BD779123E5E
1622559834525,1628466060759,CA,Source C,Generic App,com.app.year,1592065601000,1592065601000,1592324801000,1592324801000,,1623860801000,1628466073380,1628466073380,,68.721792397961195,app_store,f,com.app.year,,expired,f,C6FB6882-46FB-4477-B914-B9E88A7B905E
1625748947687,1628464928380,US,Source F,Generic App,com.app.year,1628464965000,1628464965000,1628724165000,1628724165000,,1628901752000,1628866355244,1628866355244,,0,app_store,f,com.app.year,,expired,f,572C50DB-BC0D-447B-A95F-C619410EDC63
1621822334890,1628461295741,US,Source D,Generic App,com.app.year,1617064011000,1617064011000,1617323211000,1617323211000,,1648859211000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,30EE5F20-05C3-4586-B88A-5484C0FEDF55
1628460471460,1628460471460,US,Source D,Generic App,com.app.year,1609856711000,1609856711000,1610115911000,1610115911000,,1641651911000,1628460472230,1628460472230,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,13838B11-43EA-47F7-AFE5-AFC2CFA0998E
1619423720883,1628459285789,GB,Source D,Generic App,com.app.year,1628459296000,1628459296000,1628718496000,1628459296000,,1628718496000,1628521665181,1628521665181,,0,app_store,f,com.app.year,,expired,f,FAADE5AB-D405-467C-B8A0-FFB7903D931F
1628457904160,1628457904161,US,Source A,Generic App,com.app.year,1618851110000,1618851110000,1619110310000,1619110310000,,1619290513000,1628457904693,1628457904693,,0,app_store,f,com.app.year,,expired,f,441CBA9C-7C28-493F-AB8E-07E048606D7F
1623895575983,1628452657950,US,Source D,Generic App,com.app.year,1612063832000,1612063832000,1612323032000,1612323032000,,1643859032000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,77AB773D-28D0-46A3-9C88-7902E1A74ABE
1619298949287,1628451497032,US,Source C,Generic App,com.app.year,1591494641000,1591494641000,1591753841000,1591494641000,,1591753841000,1628451935075,1628451935075,,0,app_store,f,com.app.year,,expired,f,0960EC06-D23B-4759-B226-6257D43CD9C0
1628450597526,1628450597526,US,Source B,Generic App,com.app.year,1628450609000,1628450609000,1628709809000,1628450609000,,1628709809000,,,,0,app_store,t,com.app.year,1628711968106,expired,f,37DD7D26-22AC-42AF-8152-BC152199E728
1622793909897,1628446579044,US,Source D,Generic App,com.app.year,1586668465000,1586668465000,1586927665000,1628446606000,1628446606000,1659982606000,1628569020483,1628569020483,1,139.97999999999999,app_store,f,com.app.year,,cancelled,f,BDD80563-7467-4FAF-848A-84CE9D3D77C3
1626306486159,1628444425888,US,Source D,Generic App,com.app.year,1628352029000,1628352029000,1628611229000,1628352029000,,1628611229000,1628613614429,1628613614429,,0,app_store,f,com.app.year,,expired,f,2CC088F8-90C3-49F3-9A4F-3C8EC6C85E91
1625111922373,1628443047613,US,Source X,Generic App,com.app.week,1625112023000,1625112095000,1625371223000,1629000023000,1629000023000,1629604823000,,,6,48.930000000000007,app_store,t,com.app.week,,active,f,5B130D42-4B93-42EE-A827-E9756502B542
1628442747933,1628442747933,US,Source A,Generic App,com.app.year,1610926747000,1610926747000,1611185947000,1611185947000,,1611321602000,1628442748651,1628442748651,,0,app_store,f,com.app.year,,expired,f,264FDCB0-00A0-47D1-A900-3F920FEB984A
1619866400918,1628441882303,US,Source A,Generic App,com.app.year,1598369003000,1598369003000,1598628203000,1598628203000,,1630164203000,1628441899155,1628441899155,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,220B5F62-CE9A-4892-A2E1-C1BE45C736AF
1624630678926,1628441769503,US,Source D,Generic App,com.app.year,1628354087000,1628354087000,1628613287000,1628613287000,,1660149287000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,66549AD3-5857-42DA-826E-A3E267CB9862
1628441623336,1628441623337,US,Source D,Generic App,com.app.year,1616859116000,1616859116000,1617118316000,1617118316000,,1648654316000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,845462B2-77FA-4930-9942-7DCE8C911469
1620403410075,1628436237763,US,Source A,Generic App,com.app.year,1603889986000,1603889986000,1604149186000,1604149186000,,1635685186000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,915243A6-8A21-476B-9CB6-7BBCD8DA80CC
1628432586023,1628432586023,US,Source D,Generic App,com.app.year,1609281280000,1609281280000,1609540480000,1609540480000,,1641076480000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,8C04F5B9-BDB2-476B-A202-F5EC27145B95
1619269639734,1628431864991,CA,Source D,Generic App,com.app.year,1612798499000,1612798499000,1613057699000,1613057699000,,1644593699000,,,,73.1705781726791,app_store,t,com.app.year,,active,f,C29F76F2-3384-47BE-B40C-B6F24C238275
1628428594677,1628428594678,GB,Source X,Generic App,com.app.year,1589018240000,1589018240000,1589277440000,1589277440000,,1620813440000,1628428595848,1628428595848,,83.692566760793596,app_store,f,com.app.year,,expired,f,0AD438F1-AEAA-4E57-8675-28B558990A05
1628093955914,1628427269476,VN,Source X,Generic App,com.app.week,1628094226000,1628094226000,1628353426000,1628958226000,1628958226000,1629563026000,,,1,13.901477263135959,app_store,t,com.app.week,,active,f,F755D064-77FE-4BCD-99DE-0C5DB85BDAF5
1628424219491,1628424219491,US,Source A,Generic App,com.app.year,1595780610000,1595780610000,1596039810000,1628143275000,1628143275000,1659679275000,,,1,139.97999999999999,app_store,t,com.app.year,,active,f,B6F4B5B8-B7AE-4BF2-A7FF-02F8BC19A215
1620246288020,1628423493454,GB,Source D,Generic App,com.app.week,1592333550000,1592333550000,1592592750000,1628713509000,1628713509000,1629318309000,,,14,146.35440731497152,app_store,t,com.app.week,,active,f,A14E1690-579C-4745-81EB-0832DC32F3B1
1628423210909,1628423210909,US,,Generic App,com.app.year,1628423231000,1628423231000,1628682431000,1628423231000,,1628682431000,1628532142842,1628532142842,,0,app_store,f,com.app.year,,expired,f,65DD9174-6B5D-4FC6-BE6D-A1E333530726
1627998636982,1628422345256,AU,Source X,Generic App,com.app.week,1595241431000,1595241431000,1595500631000,1628603556000,1628603556000,1629208356000,,,6,133.46810087599724,app_store,t,com.app.week,,active,f,40A75A70-11C0-416A-B2D4-63C6A038192B
1622807013635,1628422060356,US,Source X,Generic App,com.app.year,1622807073000,1622807073000,1623066273000,1623066273000,,1654602273000,1628447229285,1628447229285,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,A799DE06-C7ED-453E-A0C2-45B839C15DE3
1620656357256,1628420818898,US,Source A,Generic App,com.app.year,1597250825000,1597250825000,1597510025000,1597510025000,,1629046025000,,,,69.989999999999995,app_store,t,com.app.year,1629048518437,expired,f,BC3722B9-FA1F-496B-ABCE-BB3F28576AE1
1628419679579,1628419679579,IT,Source D,Generic App,com.app.year,1617156047000,1617156047000,1617415247000,1617415247000,,1648951247000,1628419681770,1628419681770,,90.544087761553499,app_store,f,com.app.year,,cancelled,f,BDDAEDD8-C95E-4C9E-A5FD-58971C60851A
1621581314698,1628419169883,US,Source F,Generic App,com.app.year,1621581345000,1621581345000,1621840545000,1626226991000,,1657762991000,1628472892138,1628472892138,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,5B74F0F5-8516-44CB-A111-19F805747D2A
1623543740476,1628417996411,US,Source X,Generic App,com.app.week,1617550855000,1617550855000,1617810055000,1626099880000,1626099880000,1626704680000,1628417997426,1628417997426,10,76.890000000000001,app_store,f,com.app.week,,expired,f,8CD4E91E-5CBD-4BE4-B397-BA1C791755B4
1628415479059,1628415479059,VN,,Generic App,com.app.year,1628415507000,1628415507000,1628674707000,1628415507000,,1628674707000,1628469230395,1628469230395,,0,app_store,f,com.app.year,,expired,f,F659BB12-1602-4104-9BA7-FCE5C88F88F0
1628412755763,1628412755763,US,,Generic App,com.app.year,1628412766000,1628412766000,1628671966000,1628412766000,,1628671966000,,,,0,app_store,t,com.app.year,1628673880875,expired,f,0F76F4F1-00FE-4769-8B7E-9DBD2EB38BB5
1624540775080,1628404336473,PH,Source X,Generic App,com.app.week,1617324840000,1617324840000,1617584040000,1629009188000,1629009188000,1629613988000,1629010820357,1629010820357,1,14.586176117414579,app_store,f,com.app.week,,cancelled,f,A5F9DAE2-F920-4EF7-906E-A634F5916813
1623242219677,1628403664973,NZ,Source D,Generic App,com.app.year,1591433394000,1591433394000,1591692594000,1623228594000,1623228594000,1654764594000,1628462117050,1628462117050,1,178.81489917630648,app_store,f,com.app.year,,cancelled,f,ECAE50B7-2359-4B9A-845A-3F9CDAB5933F
1628401423393,1628401423393,US,Source F,Generic App,com.app.year,1607194254000,1607194254000,1607453454000,1607453454000,,1638989454000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,CF535892-EEE9-44C4-8101-191F2BA9D554
1628400561375,1628400561375,US,Source D,Generic App,com.app.year,1600016141000,1600016141000,1600275341000,1600275341000,,1631811341000,1628400602507,1628400602507,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,DDFF4A8E-B900-47D9-B068-C6ED96FC5C94
1628395907357,1628395907358,NZ,,Generic App,com.app.year,1614625525000,1614625525000,1614884725000,1616607912000,,1648143912000,1628395973548,1628395973548,,69.989999999999995,app_store,f,com.app.year,,cancelled,f,1EE8C8D1-A809-42A7-8538-A3C565B259C3
1628392054440,1628392054440,US,,Generic App,com.app.year,1628392077000,1628392077000,1628651277000,1628392077000,,1628651277000,1628445021283,1628445021283,,0,app_store,f,com.app.year,,expired,f,69E18EAD-4241-462E-B582-3D87507770C7
1628391292233,1628391292233,US,Source A,Generic App,com.app.year,1607709925000,1607709925000,1607969125000,1607969125000,,1639505125000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,5FB1B01D-DAA0-4B34-A7F7-7619A0D78C08
1628388514981,1628388514981,PH,,Generic App,com.app.year,1628388540000,1628388540000,1628647740000,1628388540000,,1628647740000,,,,0,app_store,t,com.app.year,1628651418625,expired,f,E2C96AA1-FC6A-401B-A3C9-7959324E016C
1628387303999,1628387303999,US,Source B,Generic App,com.app.year,1628387362000,1628387362000,1628646562000,1628387362000,,1628646562000,,,,0,app_store,t,com.app.year,1628650371292,expired,f,FC8169E3-422C-4584-9739-73569ADE312E
1619277575853,1628386844267,CA,Source K,Generic App,com.app.year,1615767802000,1615767802000,1616027002000,1616027002000,,1647563002000,1628386888968,1628386888968,,68.870839627362798,app_store,f,com.app.year,,cancelled,f,7196D270-DB43-448A-8E57-03A3418D11D4
1627847464387,1628383629707,US,Source C,Generic App,com.app.year,1596397359000,1596397359000,1596656559000,1596656559000,,1597951952000,1628383666818,1628383666818,,0,app_store,f,com.app.year,,expired,f,A94FF887-CBF7-47BC-AF97-8C161D6CB410
1626505549556,1628381874442,US,Source D,Generic App,com.app.year,1628135261000,1628135261000,1628394461000,1628394461000,,1659930461000,,,,69.989999999999995,app_store,t,com.app.year,,active,f,915F4F3B-292D-47D4-94BB-85643642BBD2
